Attrition,BusinessTravel_Travel_Frequently,Department_Research & Development,EnvironmentSatisfaction,JobInvolvement,JobRole_Healthcare Representative,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Sales Representative,JobSatisfaction,MaritalStatus_Married,MaritalStatus_Single,NumCompaniesWorked,OverTime_Yes,StockOptionLevel,TotalWorkingYearsLog,WorkLifeBalance,YearsAtCompanyLog,rate_income,Job_happiness_score,TenureExperienceRatio,IncomePerExperience,PromotionRecency
0,False,True,1,4,False,False,False,True,False,False,3,False,False,2.0,False,1,1.791759469228055,2,1.6094379124341005,4221,11.6094379124341,0.898239388534448,4.6306432225661425,0.9162907318741552
1,False,False,3,2,False,False,False,False,False,True,1,False,True,7.0,False,0,2.3978952727983707,3,1.791759469228055,3579,10.791759469228055,0.7472186201655332,3.392077652198878,1.791759469228055
0,False,True,1,3,False,False,False,False,True,False,2,False,True,2.0,False,0,2.6390573296152584,3,2.5649493574615367,9299,11.564949357461536,0.9719150885913445,3.5589259394314365,1.466337068793427
0,False,True,3,3,False,False,False,False,False,False,4,False,True,1.0,False,0,0.0,3,0.0,18049,13.0,0.0,711720.5503164344,0.0
1,False,True,2,3,False,False,False,False,False,False,1,False,True,2.0,False,0,2.19722457733622,3,1.6094379124341005,14142,10.6094379124341,0.7324834266832243,3.6378830055515103,0.9162907318741552
0,False,True,3,3,False,False,True,False,False,False,3,False,False,4.0,False,1,3.295836866004329,2,2.70805020110221,-5846,13.70805020110221,0.8216553472295497,2.947974661351697,1.0986122886681096
1,True,True,2,1,False,False,False,False,False,False,1,False,True,1.0,True,0,2.3978952727983707,3,2.3978952727983707,762,8.39789527279837,0.9999958296934772,3.4504477831723834,0.4519851237430579
0,False,False,3,3,False,False,False,False,False,False,2,True,False,2.0,False,1,2.3978952727983707,3,2.302585092994046,14348,13.302585092994047,0.9602485632415806,3.6817526653852104,0.6931471805599454
0,False,True,1,2,True,False,False,False,False,False,4,True,False,3.0,False,1,3.218875824868201,3,2.9444389791664403,-8154,12.94443897916644,0.9147385584224634,2.8689850840576776,1.1526795099383853
0,False,False,2,3,False,False,True,False,False,False,1,False,True,3.0,False,0,3.1354942159291497,2,1.0986122886681098,6241,9.098612288668111,0.3503781889645956,3.0987274707895685,0.0
0,False,True,3,3,False,True,False,False,False,False,4,False,True,4.0,False,0,2.079441541679836,3,0.6931471805599453,4174,13.693147180559945,0.3333317303465521,3.761975277365815,0.6931471805599453
0,False,True,4,3,True,False,False,False,False,False,4,True,False,2.0,True,0,2.302585092994046,4,1.6094379124341005,12656,15.6094379124341,0.6989669687610431,3.8106191509668377,0.9162907318741552
0,False,True,4,2,False,True,False,False,False,False,3,False,True,1.0,False,0,2.3978952727983707,3,2.3978952727983707,13911,14.39789527279837,0.9999958296934772,3.210881386182324,1.7047480922384253
1,False,False,4,3,False,False,False,False,False,True,4,True,False,3.0,False,1,2.995732273553991,4,0.6931471805599453,1249,15.693147180559945,0.23137744080288722,2.5514487593117865,0.6931471805599453
1,False,True,2,3,False,False,False,False,False,False,4,True,False,2.0,True,1,1.9459101490553128,2,1.0986122886681098,727,11.09861228866811,0.5645721327267482,3.976551813519128,0.0
0,False,True,4,4,False,False,False,False,False,False,3,False,False,1.0,False,2,1.9459101490553128,2,1.791759469228055,19278,14.791759469228055,0.9207774893013475,4.0499114768408155,1.0986122886681096
1,False,False,1,2,False,False,False,False,False,True,3,True,False,1.0,True,0,1.3862943611198906,3,1.3862943611198906,1127,9.38629436111989,0.9999927865768293,5.695043397045759,1.3862943611198906
0,False,False,4,3,False,False,False,False,False,True,4,True,False,1.0,False,0,1.0986122886681098,3,1.0986122886681098,7673,15.09861228866811,0.9999908976905865,6.92537785994186,0.0
0,False,True,2,2,False,False,False,False,False,False,1,True,False,8.5,True,1,1.9459101490553128,4,0.6931471805599453,9653,8.693147180559945,0.3562053565745994,4.181772738211852,0.6931471805599453
0,True,False,3,4,False,False,False,False,False,False,1,True,False,2.0,False,2,2.3978952727983707,3,1.791759469228055,-2183,12.791759469228055,0.7472186201655332,3.582245710142347,1.0986122886681096
0,False,True,3,3,False,True,False,False,False,False,4,False,False,1.0,False,1,0.6931471805599453,3,0.6931471805599453,8959,13.693147180559945,0.9999855732577251,10.930579642632441,0.6931471805599453
0,False,True,4,3,False,True,False,False,False,False,1,False,False,1.0,False,1,0.6931471805599453,3,0.6931471805599453,17374,11.693147180559945,0.9999855732577251,11.193363874395692,0.6931471805599453
1,False,True,1,1,False,True,False,False,False,False,3,False,True,1.0,False,0,0.6931471805599453,2,0.6931471805599453,8265,7.693147180559945,0.9999855732577251,11.163488620919102,0.6931471805599453
0,True,False,4,3,False,False,False,False,False,False,3,False,True,1.0,False,0,2.302585092994046,3,2.302585092994046,-5751,15.302585092994047,0.999995657074042,3.9408478610819206,1.6094379124341005
0,True,True,3,3,False,True,False,False,False,False,4,False,True,1.0,False,0,2.5649493574615367,3,2.5649493574615367,6770,15.564949357461536,0.9999961013027474,3.2347667127533604,1.1786549963416462
1,False,True,2,3,False,False,False,False,True,False,3,True,False,1.0,False,0,3.1780538303479458,3,2.9444389791664403,-301,13.94443897916644,0.9264883074560754,3.057230303524902,0.8043728156701695
0,False,False,2,3,False,False,False,False,False,False,3,False,True,2.0,False,0,2.3978952727983707,3,2.302585092994046,5466,13.302585092994047,0.9602485632415806,3.5143380087441285,0.16251892949777513
0,False,True,2,3,False,False,False,False,False,False,2,True,False,4.0,False,0,2.19722457733622,3,0.6931471805599453,7205,10.693147180559945,0.31546344104973556,3.6473142546733,0.6931471805599453
0,True,False,1,3,False,False,False,False,False,False,4,False,True,4.0,True,0,2.70805020110221,3,2.302585092994046,14673,12.302585092994047,0.8502710139371601,3.1982107161191737,2.302585092994046
0,False,True,4,4,False,True,False,False,False,False,4,True,False,1.0,False,0,0.6931471805599453,3,0.6931471805599453,2623,15.693147180559945,0.9999855732577251,11.148315745979868,0.6931471805599453
1,False,True,1,2,False,True,False,False,False,False,3,False,True,8.5,True,0,3.1780538303479458,3,0.6931471805599453,13913,8.693147180559945,0.21810360570513054,2.7031600968021774,0.6931471805599453
1,False,True,3,3,False,True,False,False,False,False,3,False,True,1.0,True,0,1.0986122886681098,2,1.0986122886681098,7738,11.098612288668111,0.9999908976905865,7.412746000852074,0.0
0,False,False,2,3,False,False,False,False,False,False,1,False,False,5.0,True,1,2.302585092994046,2,1.6094379124341005,-1445,8.6094379124341,0.6989669687610431,3.73677852630142,0.9162907318741552
0,False,True,3,2,True,False,False,False,False,False,1,True,False,2.0,True,1,2.3978952727983707,3,1.6094379124341005,-1582,9.6094379124341,0.6711849424126234,3.8361706110557448,0.5108256237659907
0,False,False,3,2,False,False,False,False,False,False,4,True,False,7.0,True,1,1.791759469228055,2,1.0986122886681098,17279,11.098612288668111,0.6131437707449179,4.650592395688023,1.0986122886681098
0,True,True,1,3,False,False,False,False,True,False,4,False,True,1.0,True,0,2.772588722239781,3,2.772588722239781,1688,12.772588722239782,0.9999963932754062,3.429058532694329,0.6325225587435104
0,True,False,2,3,False,False,False,False,False,False,1,True,False,1.0,False,1,2.302585092994046,2,2.302585092994046,1962,10.302585092994047,0.999995657074042,3.957590099464676,1.6094379124341005
0,False,True,3,3,False,True,False,False,False,False,1,True,False,3.0,True,1,1.6094379124341005,3,1.0986122886681098,11988,10.098612288668111,0.6826019532415858,5.155676404482968,0.0
0,False,True,4,3,False,True,False,False,False,False,4,False,False,3.0,False,1,2.3978952727983707,2,2.079441541679836,3613,15.079441541679836,0.8671908624868716,3.6220846262599666,1.3862943611198908
0,False,True,1,2,False,False,False,True,False,False,3,False,False,1.0,False,1,2.079441541679836,4,2.079441541679836,-3304,12.079441541679836,0.9999951910396565,4.183081006470446,2.079441541679836
0,False,True,1,3,False,False,False,True,False,False,4,True,False,1.0,True,1,2.302585092994046,3,2.302585092994046,4715,12.302585092994047,0.999995657074042,3.7897757089438944,0.2231435513142097
0,True,True,4,3,False,True,False,False,False,False,4,False,True,1.0,False,0,2.3978952727983707,3,2.3978952727983707,3050,16.397895272798372,0.9999958296934772,3.247057557322355,0.2578291093020999
0,False,True,2,2,False,False,False,False,True,False,3,False,False,5.0,True,1,3.3843902633457743,2,2.9444389791664403,120,10.94443897916644,0.8700031763546803,2.8708404126735823,0.8043728156701695
0,False,False,1,3,False,False,False,False,False,False,1,False,True,7.0,False,0,3.367295829986474,2,2.9444389791664403,-5283,9.94443897916644,0.8744198263625693,2.6552061259672914,0.8649974374866041
0,False,True,3,3,True,False,False,False,False,False,3,False,False,1.0,False,3,2.8903717578961645,3,2.8903717578961645,-1894,14.890371757896165,0.9999965402494073,3.189887842260435,0.7503055943998937
0,False,True,4,3,False,False,True,False,False,False,3,False,False,2.0,True,3,3.091042453358316,3,1.791759469228055,4974,13.791759469228055,0.5796600013310591,3.1055677541265827,1.791759469228055
0,True,True,2,2,False,False,False,True,False,False,2,False,True,1.0,False,0,1.9459101490553128,3,1.9459101490553128,16157,10.945910149055312,0.9999948610429853,4.511776837372255,1.9459101490553128
0,False,True,2,3,False,False,False,False,False,False,1,False,False,2.0,False,1,3.258096538021482,3,0.6931471805599453,9063,9.693147180559945,0.21274540057884841,2.81834097851901,0.6931471805599453
0,True,True,2,3,False,False,False,False,False,False,1,True,False,4.0,False,1,1.791759469228055,2,1.3862943611198906,3674,9.38629436111989,0.7737012963599303,4.294044215868929,0.6931471805599453
1,False,True,4,2,False,False,False,False,False,False,3,True,False,2.0,True,1,1.0986122886681098,2,0.6931471805599453,18389,10.693147180559945,0.6309240106536221,7.3986212144496015,0.6931471805599453
0,True,False,1,2,False,False,False,False,False,False,3,False,True,7.0,False,0,3.044522437723423,2,1.6094379124341005,19195,9.6094379124341,0.5286322104807569,2.827286312652053,0.9162907318741552
0,False,True,3,3,False,False,False,False,False,False,2,True,False,2.0,False,1,1.9459101490553128,3,1.791759469228055,2253,12.791759469228055,0.9207774893013475,4.061054324864913,1.791759469228055
0,False,True,3,3,False,False,False,False,False,False,2,False,True,1.0,False,0,0.6931471805599453,3,0.6931471805599453,16274,11.693147180559945,0.9999855732577251,11.288703212604391,0.0
0,False,True,2,3,False,False,False,False,False,False,2,True,False,1.0,False,2,2.3978952727983707,3,2.3978952727983707,1126,12.39789527279837,0.9999958296934772,3.6430488074787117,2.3978952727983707
0,False,True,2,4,False,True,False,False,False,False,4,True,False,3.0,False,0,1.791759469228055,3,0.6931471805599453,18964,13.693147180559945,0.3868506481799652,4.475622523232148,0.6931471805599453
0,False,True,3,3,False,False,False,True,False,False,4,False,True,1.0,False,0,2.4849066497880004,3,2.4849066497880004,16258,15.484906649788,0.9999959757201511,3.3783932182024086,1.791759469228055
0,False,False,3,2,False,False,False,False,False,False,1,False,True,2.0,False,0,2.833213344056216,3,2.772588722239781,18704,11.772588722239782,0.9785987144488133,2.9540166729904573,1.6739764335716714
0,False,True,4,3,False,False,False,False,True,False,1,True,False,4.0,True,0,2.8903717578961645,4,0.0,1822,11.0,0.0,3.283805287351907,0.0
0,False,True,1,3,False,False,False,False,True,False,3,False,True,4.0,False,0,2.833213344056216,4,1.791759469228055,11594,12.791759469228055,0.6324102450260283,3.361045686122662,1.791759469228055
0,False,False,2,3,False,False,False,False,False,False,2,False,False,8.0,True,1,2.833213344056216,3,1.6094379124341005,5404,10.6094379124341,0.5680589621748389,3.007734479385416,1.6094379124341005
0,False,True,4,2,False,True,False,False,False,False,4,True,False,1.0,True,2,2.3978952727983707,2,2.3978952727983707,10872,13.39789527279837,0.9999958296934772,3.5623909203947868,1.01160091167848
0,False,True,2,2,False,False,False,False,False,False,3,False,True,1.0,False,0,1.9459101490553128,3,1.9459101490553128,23419,11.945910149055312,0.9999948610429853,4.089878460674532,1.9459101490553128
0,False,False,1,3,False,False,False,False,False,False,4,True,False,3.0,False,1,3.218875824868201,3,0.6931471805599453,7853,11.693147180559945,0.21533761005279725,2.8687121572482597,0.0
0,False,True,2,1,False,False,False,False,False,False,4,False,False,7.0,True,3,2.8903717578961645,3,2.6390573296152584,10388,11.639057329615259,0.9130480160296062,2.968848835873452,1.945910149055313
0,False,True,1,3,False,False,False,True,False,False,2,True,False,1.0,False,0,1.791759469228055,3,1.791759469228055,13411,10.791759469228055,0.999994418924883,4.67269855319059,1.0986122886681096
0,False,True,4,1,False,False,False,True,False,False,4,False,True,4.0,False,0,3.3843902633457743,2,1.9459101490553128,14438,12.945910149055312,0.5749645425011317,2.626838478788983,1.9459101490553128
0,False,False,3,3,False,False,False,False,False,True,1,False,False,3.0,False,1,1.3862943611198906,3,0.0,7196,10.0,0.0,5.590846389972598,0.0
0,False,True,4,3,False,True,False,False,False,False,4,True,False,3.0,False,2,2.3978952727983707,3,1.6094379124341005,16650,15.6094379124341,0.6711849424126234,3.1853627959923343,1.6094379124341005
0,False,True,3,2,True,False,False,False,False,False,4,True,False,1.0,False,3,2.4849066497880004,3,2.4849066497880004,11678,14.484906649788,0.9999959757201511,3.352863462982374,0.3448404862917296
1,False,False,3,2,False,False,False,False,False,False,4,False,True,1.0,False,0,2.302585092994046,3,2.302585092994046,3977,14.302585092994047,0.999995657074042,3.983157773403397,0.6931471805599454
0,True,True,3,2,True,False,False,False,False,False,2,True,False,1.0,False,1,3.1354942159291497,2,2.9444389791664403,612,11.94443897916644,0.9390639515673269,3.03324140612498,0.8043728156701695
0,False,False,3,3,False,False,False,False,False,False,4,False,True,2.0,True,0,2.4849066497880004,1,2.3978952727983707,2982,12.39789527279837,0.964980162615493,3.461646055644184,1.7047480922384253
0,False,False,3,2,False,False,False,False,False,False,2,False,False,1.0,True,3,2.4849066497880004,2,2.4849066497880004,14551,10.484906649788,0.9999959757201511,3.4441135623110593,1.3862943611198906
0,True,True,3,2,True,False,False,False,False,False,1,True,False,2.0,True,1,3.091042453358316,2,2.3978952727983707,-7531,9.39789527279837,0.7757536660994363,3.00077928047333,0.2578291093020999
0,False,False,2,3,False,False,False,False,False,False,3,False,True,1.0,False,0,2.5649493574615367,3,2.4849066497880004,19291,13.484906649788,0.968789872852893,3.3214525408274342,0.6931471805599454
0,False,True,1,3,False,False,False,False,True,False,3,True,False,8.5,False,1,2.833213344056216,1,1.6094379124341005,10452,9.6094379124341,0.5680589621748389,3.3580627684250333,1.6094379124341005
0,False,False,1,3,False,False,False,False,False,False,3,True,False,2.0,False,1,1.6094379124341005,2,1.3862943611198906,12520,10.38629436111989,0.8613477642922184,5.291996793195367,1.3862943611198906
0,False,False,2,3,False,False,False,False,False,False,3,True,False,1.0,False,0,1.791759469228055,4,1.791759469228055,4642,13.791759469228055,0.999994418924883,4.659117353977935,1.791759469228055
0,False,False,4,3,False,False,False,False,False,False,3,False,True,2.0,False,0,3.3843902633457743,2,2.9444389791664403,10537,14.94443897916644,0.8700031763546803,2.8181358710366835,2.251291798606495
0,False,True,2,3,False,True,False,False,False,False,2,True,False,4.0,False,1,2.8903717578961645,4,1.3862943611198906,23001,12.38629436111989,0.4796232737536162,2.63708230720554,0.6931471805599453
1,False,False,3,3,False,False,False,False,False,False,1,False,False,4.0,True,0,2.079441541679836,3,1.3862943611198906,21575,10.38629436111989,0.6666634606931042,3.672715730908503,1.3862943611198906
0,False,True,4,3,False,False,False,False,False,False,1,False,True,1.0,False,0,0.6931471805599453,3,0.6931471805599453,12222,11.693147180559945,0.9999855732577251,11.529752188957268,0.6931471805599453
1,True,True,4,2,False,True,False,False,False,False,4,False,True,1.0,True,0,0.6931471805599453,3,0.6931471805599453,16857,12.693147180559945,0.9999855732577251,11.51504090348468,0.0
0,False,True,1,3,False,False,False,False,False,False,3,False,True,1.0,False,0,2.833213344056216,3,2.833213344056216,7673,12.833213344056215,0.9999964704512191,2.992511120200476,1.7346010553881064
0,False,True,3,2,True,False,False,False,False,False,4,False,False,5.0,False,1,2.8903717578961645,4,0.6931471805599453,10687,13.693147180559945,0.2398116368768081,2.957902266235403,0.6931471805599453
0,False,False,3,2,False,False,True,False,False,False,4,True,False,8.5,False,1,3.3843902633457743,3,1.3862943611198906,5341,13.38629436111989,0.40961300474235807,2.8708404126735823,0.2876820724517808
0,True,True,1,3,False,False,False,False,True,False,2,True,False,3.0,True,0,3.367295829986474,2,2.19722457733622,-6826,9.19722457733622,0.652517082876623,2.8854144943274105,2.19722457733622
1,False,False,3,2,False,False,False,False,False,False,3,False,True,1.0,True,0,1.9459101490553128,3,1.9459101490553128,21215,11.945910149055312,0.9999948610429853,4.44832497082942,1.9459101490553128
0,False,True,4,2,False,False,False,False,False,False,4,True,False,1.0,False,2,1.0986122886681098,3,1.0986122886681098,24008,14.098612288668111,0.9999908976905865,7.253641095127909,0.0
0,False,True,2,3,False,True,False,False,False,False,4,False,True,1.0,False,0,0.6931471805599453,3,0.0,20914,12.0,0.0,11.487674301715588,0.0
0,True,True,1,2,True,False,False,False,False,False,1,False,True,3.0,False,0,3.1780538303479458,2,2.6390573296152584,18312,8.639057329615259,0.8303978366999397,2.8069468623218503,0.49899116611898764
1,True,True,1,1,False,True,False,False,False,False,3,False,True,1.0,True,0,2.302585092994046,3,2.302585092994046,16813,9.302585092994047,0.999995657074042,3.7835298506089865,2.302585092994046
0,False,False,4,4,False,False,True,False,False,False,4,False,True,2.0,True,0,3.1780538303479458,3,1.791759469228055,-2710,15.791759469228055,0.5637896420198353,3.057230303524902,0.18232155679395445
0,False,True,2,3,False,True,False,False,False,False,3,True,False,2.0,False,1,1.9459101490553128,3,1.791759469228055,10483,12.791759469228055,0.9207774893013475,4.074373776349222,1.0986122886681096
0,False,True,3,2,False,False,False,False,False,False,2,False,False,6.0,False,1,2.5649493574615367,3,0.6931471805599453,10495,10.693147180559945,0.2702371008505695,3.280038374299407,0.6931471805599453
0,False,False,3,3,False,False,False,False,False,False,4,False,True,2.0,False,0,2.5649493574615367,3,1.791759469228055,7078,14.791759469228055,0.6985527720023235,3.4749659924330656,1.0986122886681096
0,False,True,3,2,False,False,True,False,False,False,1,False,True,2.0,False,0,2.70805020110221,3,2.4849066497880004,-6016,11.484906649788,0.9175965322988817,3.4569080834920367,0.6931471805599454
0,True,False,2,3,False,False,False,False,False,False,4,True,False,2.0,False,1,2.3978952727983707,3,2.302585092994046,13214,14.302585092994047,0.9602485632415806,3.829965189260182,1.2039728043259361
0,False,True,1,3,False,True,False,False,False,False,4,False,False,5.0,False,1,2.079441541679836,3,0.6931471805599453,-274,11.693147180559945,0.3333317303465521,3.8231955533956206,0.6931471805599453
0,True,False,3,3,False,False,True,False,False,False,4,True,False,1.0,True,2,3.258096538021482,4,2.9444389791664403,2913,15.944438979166442,0.9037270404774671,2.982122571896113,1.3350010667323398
0,True,True,1,1,False,False,False,False,False,False,3,False,False,1.0,False,3,2.3978952727983707,2,2.3978952727983707,19697,9.39789527279837,0.9999958296934772,3.2814627764679867,2.3978952727983707
0,False,False,3,3,False,False,False,False,False,False,2,True,False,2.0,False,1,2.19722457733622,4,2.079441541679836,9334,14.079441541679836,0.9463903231492068,3.9703177470850934,2.079441541679836
1,False,True,2,3,False,False,False,False,False,False,2,True,False,8.5,True,3,2.079441541679836,3,1.791759469228055,-453,10.791759469228055,0.8616500232463336,4.092409453047374,0.18232155679395445
0,False,True,1,3,False,False,False,False,True,False,3,False,True,7.0,False,0,3.1780538303479458,3,2.9444389791664403,-10119,12.94443897916644,0.9264883074560754,3.057230303524902,0.8043728156701695
1,False,False,2,1,False,False,False,False,False,False,3,True,False,4.0,True,0,2.5649493574615367,2,2.079441541679836,14567,9.079441541679836,0.8107113025517086,3.402759656601996,0.0
0,False,True,3,2,False,False,False,False,False,False,2,True,False,1.0,False,0,1.791759469228055,2,1.791759469228055,20932,10.791759469228055,0.999994418924883,4.3366199377793935,0.18232155679395445
1,False,True,4,3,True,False,False,False,False,False,4,True,False,1.0,False,1,3.3843902633457743,2,2.9444389791664403,-6847,15.94443897916644,0.8700031763546803,2.7305164269135167,0.8043728156701695
1,False,False,4,3,False,False,False,False,False,True,3,False,True,1.0,True,0,0.0,2,0.0,25145,11.0,0.0,742416.5281042027,0.0
0,False,True,3,3,False,True,False,False,False,False,4,True,False,2.0,False,1,1.3862943611198906,3,1.0986122886681098,16776,14.09861228866811,0.7924755338579645,5.650707336254016,0.0
0,False,True,3,3,False,False,False,True,False,False,1,True,False,1.0,False,0,2.833213344056216,2,2.772588722239781,-1018,11.772588722239782,0.9785987144488133,3.1024609018461677,0.9808292530117262
0,True,True,2,4,False,False,False,False,False,False,3,False,True,4.0,False,0,2.9444389791664403,3,1.3862943611198906,11351,13.38629436111989,0.47081622773179926,2.874491110076963,0.6931471805599453
0,True,False,3,3,False,False,False,False,False,False,4,False,True,4.0,False,0,2.833213344056216,3,1.0986122886681098,-2563,14.09861228866811,0.387760566413825,3.2217497306983414,0.0
1,False,False,2,1,False,False,False,False,False,False,3,True,False,3.0,True,1,1.6094379124341005,3,1.0986122886681098,20229,9.098612288668111,0.6826019532415858,5.2347627018053,0.0
0,False,False,3,3,False,False,False,False,False,False,3,False,False,3.0,True,1,2.5649493574615367,3,2.302585092994046,13007,13.302585092994047,0.8977082175964165,3.512987116398096,2.302585092994046
0,False,False,3,3,False,False,False,False,False,False,3,True,False,1.0,False,1,2.19722457733622,3,2.19722457733622,5974,14.19722457733622,0.9999954488245801,3.63510788998988,0.40546510810816505
0,False,True,2,3,False,False,False,True,False,False,2,False,False,6.0,False,2,2.079441541679836,3,1.3862943611198906,-2122,11.38629436111989,0.6666634606931042,4.090273428385624,1.3862943611198906
1,True,True,1,1,False,False,False,True,False,False,4,False,True,2.0,False,0,2.9444389791664403,3,1.6094379124341005,14500,10.6094379124341,0.5466007133496756,3.1494548314667776,1.6094379124341005
0,False,False,4,2,False,False,False,False,False,False,3,True,False,4.0,False,1,2.8903717578961645,4,2.772588722239781,8688,15.772588722239782,0.9592465475072324,3.004176161684947,0.9808292530117262
0,False,False,1,2,False,False,False,False,False,False,3,True,False,2.0,False,0,1.9459101490553128,3,1.0986122886681098,16196,10.098612288668111,0.5645721327267482,4.658031762607773,0.0
0,False,False,3,3,False,False,False,False,False,False,4,True,False,2.0,True,0,2.5649493574615367,1,2.4849066497880004,7635,12.484906649788,0.968789872852893,3.4136584098984497,0.8754687373538999
1,False,True,1,3,False,True,False,False,False,False,1,False,True,7.0,False,0,2.3978952727983707,4,1.791759469228055,6024,10.791759469228055,0.7472186201655332,3.4793192065643854,1.791759469228055
0,False,True,3,3,False,False,False,False,False,False,4,False,True,5.0,False,0,2.302585092994046,2,1.9459101490553128,6300,13.945910149055313,0.8450943698160415,3.5381812122236895,1.9459101490553128
0,False,True,4,3,False,False,False,False,False,False,3,False,True,3.0,True,0,2.995732273553991,3,1.3862943611198906,-2015,13.38629436111989,0.46275488160577444,2.79414810979196,0.2876820724517808
0,False,True,1,3,False,False,False,False,False,False,3,False,True,1.0,False,0,1.791759469228055,2,1.791759469228055,21278,10.791759469228055,0.999994418924883,4.395587320108463,1.791759469228055
0,True,False,4,1,False,False,False,False,False,False,4,False,False,2.0,False,3,2.302585092994046,4,2.19722457733622,18144,15.19722457733622,0.9542383652347606,3.669207938763198,2.19722457733622
0,False,True,4,3,False,False,False,False,False,False,1,False,False,5.0,False,1,2.19722457733622,3,1.3862943611198906,7211,12.38629436111989,0.6309268820994711,3.6739215068885764,0.2876820724517808
0,False,True,2,2,False,True,False,False,False,False,4,False,True,2.0,False,0,1.9459101490553128,3,1.791759469228055,8442,12.791759469228055,0.9207774893013475,4.064275064227437,1.0986122886681096
